patient_id,first_name,last_name,ssn,dob,age,phone,email,street,city,state,zip,mrn,diagnosis,visit_date,blood_pressure,heart_rate,temperature_f,weight_kg,height_cm,glucose_mg_dl,cholesterol_mg_dl
P0627,Jennifer,Lewis,478-18-3903,1990-01-22,35,555-407-7449,jennifer.lewis20@email.com,1918 Cedar Ave,San Jose,TX,20888,MRN471942,Cellulitis,2025-03-20,92/99,97,98.0,61.8,166,119,281
P0628,Sarah,Taylor,124-72-6219,1986-11-12,39,555-764-4912,sarah.taylor90@email.com,5123 Maple Blvd,Fort Worth,AZ,15302,MRN386089,Osteoporosis,2024-12-27,148/102,65,97.8,52.2,189,72,296
P0629,Mary,Martinez,489-35-8702,1959-05-31,66,555-136-5428,mary.martinez90@email.com,6246 Maple Rd,San Francisco,PA,63371,MRN841637,Rheumatoid Arthritis,2025-09-22,134/106,76,98.4,84.2,167,91,265
P0630,Jennifer,Sanchez,782-50-9336,1993-11-25,32,555-930-3105,jennifer.sanchez98@email.com,1853 Oak St,Phoenix,AZ,18514,MRN261487,UTI,2025-07-30,101/64,60,98.8,101.6,171,88,189
P0631,Donna,Lee,992-68-6421,1994-01-27,31,555-224-1920,donna.lee91@email.com,2372 Oak St,Phoenix,NY,22004,MRN104027,Sleep Apnea,2024-12-12,119/73,63,98.8,77.1,190,119,271
P0632,Richard,Thompson,607-87-4048,1947-07-24,78,555-849-2003,richard.thompson57@email.com,3129 Elm St,Chicago,IL,35915,MRN376049,Coronary Artery Disease,2025-02-24,163/72,67,98.8,55.3,161,152,208
P0633,David,Gonzalez,750-85-5861,1931-05-25,94,555-618-5676,david.gonzalez28@email.com,7088 Maple Rd,San Antonio,OH,10915,MRN786651,Migraine,2025-07-23,126/108,70,97.2,54.4,172,85,260
P0634,Jennifer,Perez,882-67-1196,1996-06-25,29,555-702-6922,jennifer.perez90@email.com,1179 Elm Rd,San Jose,FL,56938,MRN878245,Stroke,2025-05-23,153/79,91,97.8,119.9,162,128,300
P0635,David,Johnson,807-55-7713,1948-04-25,77,555-432-7606,david.johnson60@email.com,7708 Pine Ave,Houston,CO,60536,MRN539979,Diabetes Type 2,2025-09-18,130/84,100,97.4,75.6,177,114,188
P0636,Donna,Garcia,322-22-1268,1957-04-18,68,555-253-5438,donna.garcia44@email.com,3340 Main Blvd,Jacksonville,IL,49783,MRN970085,Pneumonia,2025-07-09,119/72,91,98.5,84.9,177,110,274
P0637,Patricia,Lopez,208-18-6296,1946-02-10,79,555-396-3317,patricia.lopez31@email.com,8599 Pine Ave,Fort Worth,FL,11699,MRN422969,GERD,2025-09-08,133/100,79,98.7,80.0,157,103,285
P0638,Charles,Hernandez,842-57-3099,1960-02-29,65,555-584-2034,charles.hernandez3@email.com,7424 Maple Blvd,San Antonio,CA,52755,MRN821715,Depression,2025-06-21,171/90,77,98.4,90.4,171,119,182
P0639,Christopher,Sanchez,747-83-4750,1932-02-13,93,555-342-5081,christopher.sanchez63@email.com,9329 Pine St,San Jose,OH,22528,MRN502803,Hypothyroidism,2025-09-14,169/80,65,98.3,82.4,167,87,265
P0640,Matthew,Harris,297-45-3344,1961-11-14,64,555-585-5040,matthew.harris29@email.com,150 Maple Rd,Denver,FL,83646,MRN253218,Anxiety Disorder,2025-06-18,152/80,98,99.2,64.0,191,118,180
P0641,Charles,White,162-34-9577,1943-07-28,82,555-354-7160,charles.white55@email.com,278 Maple Rd,Philadelphia,IL,48810,MRN126511,Diabetes Type 2,2024-12-30,172/108,86,97.2,82.5,159,184,247
P0642,Emily,Garcia,708-66-6146,1994-07-19,31,555-566-5521,emily.garcia26@email.com,7527 Maple Ave,Seattle,IL,52310,MRN117779,COPD,2025-11-02,131/95,90,97.9,72.1,174,76,261
P0643,Christopher,Gonzalez,282-51-1565,1971-06-30,54,555-679-1645,christopher.gonzalez66@email.com,1015 Cedar Ave,Charlotte,NY,18899,MRN246707,Coronary Artery Disease,2025-10-07,156/70,75,97.2,75.2,172,156,170
P0644,Anthony,Hernandez,868-18-9068,1956-03-11,69,555-163-9596,anthony.hernandez54@email.com,6587 Cedar Ave,Indianapolis,NY,37165,MRN570284,Heart Failure,2025-09-30,123/74,75,97.1,97.8,151,83,207
P0645,Donald,Johnson,143-38-4811,1988-09-28,37,555-612-6234,donald.johnson42@email.com,6449 Cedar Blvd,Boston,OH,47963,MRN616137,Diabetes Type 2,2024-12-21,179/86,95,97.2,64.0,152,123,208
P0646,Donna,Thomas,107-54-2320,1933-06-16,92,555-621-3689,donna.thomas51@email.com,3586 Oak Dr,Boston,WA,91630,MRN395087,Anxiety Disorder,2025-02-17,137/92,84,97.4,64.1,188,135,235
P0647,Richard,Hernandez,366-60-2952,1971-04-25,54,555-129-8299,richard.hernandez78@email.com,8485 Pine Ave,Phoenix,NY,15460,MRN506272,COPD,2025-08-15,115/108,96,98.8,70.9,194,124,227
P0648,Lisa,Anderson,155-92-4765,1935-08-14,90,555-322-9373,lisa.anderson4@email.com,5177 Main Ave,Phoenix,AZ,37047,MRN623860,Osteoporosis,2025-05-14,131/89,85,98.5,61.6,181,192,293
P0649,Joshua,Martinez,914-95-5071,1998-01-24,27,555-209-1004,joshua.martinez4@email.com,919 Main Rd,Boston,TX,68334,MRN499948,Osteoporosis,2025-02-11,110/66,63,97.9,95.2,177,165,169
P0650,Sarah,Wilson,769-12-5873,2003-10-04,22,555-409-3323,sarah.wilson34@email.com,7586 Oak St,Boston,FL,32882,MRN115040,COPD,2025-10-15,120/89,97,98.7,69.1,151,192,166
P0651,Barbara,Miller,166-60-7183,2004-11-14,21,555-609-8085,barbara.miller60@email.com,6857 Oak St,Seattle,MA,96063,MRN166071,Hypothyroidism,2025-07-08,180/78,90,97.5,68.7,192,139,198
P0652,Jessica,Thompson,558-10-1722,1935-05-13,90,555-672-9004,jessica.thompson30@email.com,874 Maple Rd,Chicago,NC,58142,MRN578420,Stroke,2025-02-23,110/83,83,98.8,87.9,170,158,254
P0653,Elizabeth,Jackson,511-57-8659,1963-07-18,62,555-251-9102,elizabeth.jackson87@email.com,8984 Pine Rd,Fort Worth,NY,88925,MRN365499,Coronary Artery Disease,2025-06-11,135/101,89,98.1,87.7,193,112,160
P0654,Nancy,Taylor,980-90-3376,1931-07-01,94,555-653-3612,nancy.taylor74@email.com,2385 Oak Blvd,Chicago,PA,24664,MRN625738,Pneumonia,2025-11-07,156/66,96,97.0,115.4,192,112,208
P0655,Nancy,Thomas,219-51-7116,1937-06-01,88,555-635-7435,nancy.thomas29@email.com,9553 Maple Blvd,Los Angeles,CA,93947,MRN775180,Atrial Fibrillation,2025-09-10,178/108,72,98.8,112.5,182,97,276
P0656,Barbara,Robinson,173-98-6022,1977-05-17,48,555-410-4428,barbara.robinson70@email.com,1682 Oak St,Boston,MA,48769,MRN226956,Chronic Kidney Disease,2025-08-25,177/64,64,97.6,116.6,177,161,253
P0657,James,Thompson,711-48-6622,1958-06-07,67,555-313-5977,james.thompson55@email.com,9761 Pine Dr,Seattle,MA,99013,MRN615200,Hypertension,2025-03-18,130/82,61,97.6,83.2,174,95,258
P0658,Donna,Martin,459-97-9033,2004-05-23,21,555-139-8986,donna.martin98@email.com,1522 Pine Rd,Indianapolis,NY,20874,MRN357309,Osteoporosis,2025-01-09,102/89,84,98.9,66.9,180,78,232
P0659,Karen,Moore,895-67-4548,1955-10-29,70,555-110-3103,karen.moore76@email.com,562 Elm Blvd,Chicago,OH,33754,MRN585679,Anxiety Disorder,2024-12-07,162/84,94,98.6,53.4,187,100,282
P0660,Ashley,Garcia,562-47-3666,2002-07-09,23,555-715-6429,ashley.garcia55@email.com,1896 Cedar Ave,Chicago,CA,73195,MRN609867,Depression,2025-11-26,139/109,71,98.9,53.1,161,127,237
P0661,Donna,Ramirez,605-39-8285,1993-10-16,32,555-268-3280,donna.ramirez17@email.com,9320 Main Blvd,Charlotte,AZ,66357,MRN121535,Back Pain,2025-03-05,178/83,100,98.4,79.3,152,141,261
P0662,Emily,Thompson,532-18-2067,1996-07-24,29,555-998-6859,emily.thompson61@email.com,6675 Elm Ave,Houston,NY,13160,MRN269864,Asthma,2025-02-09,113/102,72,98.1,119.8,173,137,272
P0663,Robert,Sanchez,772-33-7770,1993-02-23,32,555-140-4805,robert.sanchez26@email.com,2514 Maple Ave,Jacksonville,MA,58740,MRN162908,Cancer,2025-11-22,104/93,77,98.5,50.6,158,151,212
P0664,Donald,Sanchez,318-34-8778,1946-04-17,79,555-319-2622,donald.sanchez23@email.com,6454 Elm Dr,Chicago,IL,97435,MRN233122,Cancer,2025-09-15,98/90,92,99.5,55.1,160,133,255
P0665,Lisa,Davis,947-43-7658,2000-04-27,25,555-143-6250,lisa.davis51@email.com,553 Oak Rd,Jacksonville,FL,89486,MRN977000,Depression,2025-09-24,151/99,92,99.2,95.2,190,110,211
P0666,Joshua,Taylor,394-73-2229,1952-02-13,73,555-131-7837,joshua.taylor9@email.com,9302 Main Ave,New York,AZ,46357,MRN512370,Anxiety Disorder,2025-04-05,173/81,79,99.1,92.4,169,190,280
P0667,Ashley,Gonzalez,875-98-3248,1947-06-29,78,555-193-9022,ashley.gonzalez44@email.com,8828 Elm Dr,Chicago,TX,92460,MRN381240,Anxiety Disorder,2025-07-04,166/92,74,97.8,113.4,165,118,239
P0668,Karen,Miller,945-52-9481,1955-07-27,70,555-370-7944,karen.miller86@email.com,3185 Elm Ave,Dallas,CA,99912,MRN479046,Back Pain,2025-02-24,160/80,73,99.0,90.7,161,100,224
P0669,Jessica,Miller,712-91-6527,1984-01-12,41,555-929-9142,jessica.miller48@email.com,4124 Pine Blvd,San Diego,NC,70172,MRN663513,Rheumatoid Arthritis,2025-09-15,122/98,64,97.6,117.7,185,170,150
P0670,Robert,Miller,931-42-9110,1949-03-11,76,555-697-5539,robert.miller66@email.com,9397 Pine Ave,San Diego,MA,66060,MRN758623,Stroke,2025-01-28,103/90,87,98.0,58.4,161,101,242
P0671,Patricia,Johnson,967-18-5544,1994-03-01,31,555-648-5397,patricia.johnson17@email.com,1671 Cedar Blvd,Philadelphia,MA,96546,MRN694088,Hypertension,2025-11-23,104/81,99,98.8,69.9,165,129,206
P0672,Michelle,Martin,684-44-6792,1977-09-24,48,555-123-6189,michelle.martin98@email.com,3702 Oak Blvd,Philadelphia,OH,90779,MRN118287,Heart Failure,2025-10-13,163/107,99,99.4,68.9,181,101,174
P0673,Jessica,Ramirez,516-38-4965,1949-02-08,76,555-269-3843,jessica.ramirez29@email.com,4678 Main St,San Antonio,WA,50434,MRN556333,UTI,2025-01-25,139/88,73,97.6,109.3,176,183,263
P0674,Barbara,White,493-88-7228,2005-03-01,20,555-883-5451,barbara.white27@email.com,8153 Pine Dr,San Jose,AZ,12715,MRN623273,Cancer,2025-01-17,139/88,98,97.5,60.1,154,166,193
P0675,Betty,Miller,323-50-6787,1956-07-28,69,555-354-5762,betty.miller30@email.com,6316 Elm Blvd,Boston,WA,83834,MRN355928,GERD,2024-12-06,98/88,61,98.0,74.2,174,75,275
P0676,Margaret,White,556-64-2465,1952-08-08,73,555-456-4744,margaret.white35@email.com,6106 Maple Blvd,Phoenix,IL,38722,MRN995113,UTI,2025-01-02,156/98,93,99.0,109.2,174,163,162
P0677,Joseph,Williams,824-30-2513,1937-11-25,88,555-356-2298,joseph.williams68@email.com,4280 Pine Ave,Dallas,IL,67133,MRN392042,Heart Failure,2025-08-03,142/79,70,98.3,66.2,155,83,296
P0678,Elizabeth,Martinez,661-70-7934,1986-08-10,39,555-117-4201,elizabeth.martinez78@email.com,1362 Main St,San Diego,IL,79986,MRN230167,Hypothyroidism,2025-04-06,160/108,83,98.8,60.7,161,132,152
P0679,Christopher,Ramirez,275-44-9409,2005-03-22,20,555-616-1931,christopher.ramirez51@email.com,2311 Oak St,Charlotte,IL,27339,MRN353677,Cellulitis,2025-05-24,163/110,77,98.2,81.8,195,98,213
P0680,David,Lee,720-15-2098,1959-10-07,66,555-100-5705,david.lee59@email.com,8765 Pine Blvd,Indianapolis,OH,62939,MRN650555,Atrial Fibrillation,2025-01-01,156/82,98,98.4,108.6,175,134,284
P0681,Anthony,Garcia,615-73-3068,2003-08-21,22,555-175-7021,anthony.garcia39@email.com,1992 Elm Blvd,Jacksonville,PA,49258,MRN491772,Diabetes Type 2,2025-06-20,152/72,61,97.5,104.3,159,185,185
P0682,Karen,Gonzalez,350-28-1268,1978-04-30,47,555-358-8975,karen.gonzalez52@email.com,7740 Cedar Blvd,Austin,CA,70725,MRN236749,Sleep Apnea,2025-11-02,121/69,100,99.3,70.7,153,159,269
P0683,Matthew,Lewis,769-65-2279,1931-07-25,94,555-463-9397,matthew.lewis71@email.com,7916 Main Blvd,Chicago,AZ,53444,MRN302877,Osteoarthritis,2025-03-14,111/60,66,97.4,99.8,167,85,156
P0684,Steven,Miller,745-76-7082,2004-04-18,21,555-513-6472,steven.miller79@email.com,7641 Maple Dr,San Jose,TX,58230,MRN153389,Cancer,2025-02-02,105/88,91,98.1,86.0,192,199,167
P0685,Barbara,Robinson,944-58-6409,1951-01-26,74,555-373-3358,barbara.robinson19@email.com,3316 Main Dr,Jacksonville,TX,61694,MRN330935,Hypertension,2025-11-06,128/60,68,97.5,89.9,176,108,259
P0686,Emily,Jackson,361-36-1009,1999-09-13,26,555-979-1613,emily.jackson34@email.com,8007 Main Ave,Columbus,IL,98160,MRN617453,COPD,2025-10-19,175/89,81,98.5,118.6,180,136,297
P0687,Emily,Moore,933-52-6349,1940-10-01,85,555-783-9520,emily.moore88@email.com,4670 Elm Ave,San Antonio,MA,66868,MRN606877,Anxiety Disorder,2025-06-13,155/79,91,99.4,119.4,153,146,215
P0688,Michael,Clark,251-81-4663,1979-08-05,46,555-575-3510,michael.clark13@email.com,8983 Elm Rd,Fort Worth,CO,62409,MRN539659,UTI,2025-06-12,128/65,75,97.4,83.7,192,86,230
P0689,Patricia,Wilson,515-65-3523,1954-04-18,71,555-131-6468,patricia.wilson48@email.com,2037 Maple Ave,Charlotte,FL,61949,MRN717006,Chronic Kidney Disease,2025-05-05,145/75,78,97.6,106.3,171,110,233
P0690,Donna,Gonzalez,973-20-2649,1997-10-24,28,555-915-1139,donna.gonzalez20@email.com,8953 Pine Blvd,Chicago,CO,94930,MRN259265,Hypertension,2025-11-27,150/71,62,97.3,118.9,173,161,296
P0691,Jennifer,Johnson,269-49-6409,1995-11-17,30,555-696-2349,jennifer.johnson6@email.com,103 Oak Ave,Jacksonville,FL,24095,MRN380316,UTI,2025-07-02,168/93,64,99.1,69.9,154,188,216
P0692,David,Lee,894-99-9435,1995-03-27,30,555-721-4666,david.lee89@email.com,4748 Main Blvd,San Jose,WA,31339,MRN828664,Stroke,2025-04-11,135/92,79,97.7,99.4,175,177,210
P0693,Karen,Perez,434-36-4943,1948-10-02,77,555-820-3543,karen.perez5@email.com,1401 Main Dr,Los Angeles,IL,24113,MRN570726,Coronary Artery Disease,2025-09-13,99/78,81,98.7,90.5,195,193,261
P0694,Anthony,Brown,759-95-5956,1981-04-11,44,555-771-1554,anthony.brown47@email.com,2664 Pine Ave,Austin,NY,16411,MRN132903,Anxiety Disorder,2025-05-13,113/91,89,98.6,77.8,195,152,265
P0695,William,Clark,434-64-6157,1934-12-28,90,555-288-1121,william.clark22@email.com,4205 Pine St,Charlotte,AZ,29420,MRN144066,Coronary Artery Disease,2025-07-29,155/98,91,99.4,113.5,161,176,159
P0696,James,Lee,469-53-7111,1964-12-12,61,555-207-8910,james.lee99@email.com,8309 Oak Ave,Houston,AZ,99175,MRN790660,Osteoporosis,2025-03-15,125/93,85,99.2,119.6,189,120,261
P0697,John,Anderson,836-85-9964,1970-03-12,55,555-873-8478,john.anderson6@email.com,4761 Maple St,Fort Worth,NC,92187,MRN930302,Asthma,2025-03-31,143/89,98,98.4,114.6,187,127,265
P0698,Thomas,Martinez,767-14-4759,1933-08-13,92,555-504-5347,thomas.martinez1@email.com,8795 Oak St,San Antonio,FL,41323,MRN516263,Diabetes Type 2,2025-04-22,96/64,77,98.3,113.0,176,74,278
P0699,Karen,Harris,714-94-1838,1944-02-25,81,555-318-9750,karen.harris85@email.com,9149 Maple St,San Antonio,PA,83499,MRN860973,Rheumatoid Arthritis,2025-08-30,159/101,72,97.0,80.1,171,132,272
P0700,Mary,Brown,232-43-3769,1970-01-03,55,555-363-7808,mary.brown21@email.com,7086 Oak Ave,Austin,NY,47850,MRN424526,Pneumonia,2024-12-09,160/100,64,97.2,60.9,157,70,211
P0701,Robert,Harris,888-44-3932,1993-04-19,32,555-445-2989,robert.harris65@email.com,8858 Pine Dr,Los Angeles,FL,97555,MRN744209,Anxiety Disorder,2025-10-17,135/110,65,97.9,77.2,162,134,154
P0702,Michelle,Sanchez,912-21-2039,1987-09-25,38,555-450-3627,michelle.sanchez67@email.com,8862 Oak Blvd,Austin,MA,54588,MRN994966,Obesity,2025-04-21,103/92,85,97.5,63.3,190,193,300
P0703,Robert,White,332-94-9099,1936-04-30,89,555-496-6279,robert.white83@email.com,6143 Oak St,New York,FL,34652,MRN103902,UTI,2025-05-31,92/102,83,98.6,79.1,150,150,268
P0704,Jennifer,Jones,963-22-9528,1936-10-22,89,555-707-3224,jennifer.jones61@email.com,8199 Elm Dr,San Jose,NY,91912,MRN950216,Hypertension,2025-01-06,130/75,79,98.3,79.8,152,97,164
P0705,Karen,Perez,240-99-5231,1959-09-28,66,555-387-6569,karen.perez53@email.com,1318 Elm Rd,Chicago,FL,50420,MRN874508,Osteoarthritis,2025-05-04,92/61,78,97.8,99.8,158,95,242
P0706,Linda,Brown,370-52-6215,1992-09-04,33,555-690-4478,linda.brown75@email.com,1391 Oak St,San Diego,TX,82116,MRN891507,Pneumonia,2025-10-19,160/96,94,97.7,88.7,169,95,253
P0707,John,Martinez,999-63-2523,1965-07-29,60,555-858-1852,john.martinez18@email.com,1226 Main Dr,Boston,NY,72518,MRN144590,Stroke,2025-05-28,141/94,66,97.7,91.4,185,133,170
P0708,Nancy,Garcia,289-93-2701,2005-04-07,20,555-323-3075,nancy.garcia22@email.com,8450 Oak Blvd,Boston,WA,78547,MRN386590,UTI,2025-08-24,153/95,75,97.1,64.8,192,169,199
P0709,Kimberly,Martinez,452-27-7627,1932-05-25,93,555-692-5713,kimberly.martinez35@email.com,4180 Elm St,Fort Worth,TX,94978,MRN734656,Stroke,2025-11-28,104/85,97,97.5,67.7,158,117,298
P0710,Linda,Perez,354-26-1658,1978-08-05,47,555-862-1762,linda.perez94@email.com,1282 Cedar Blvd,Houston,CA,46247,MRN218083,UTI,2025-11-27,173/73,67,99.1,51.0,156,157,202
P0711,Mark,Jones,250-92-3019,1960-07-01,65,555-520-7205,mark.jones85@email.com,8601 Cedar Rd,Columbus,WA,36417,MRN999422,GERD,2025-09-15,116/84,82,97.5,96.6,192,132,275
P0712,Ashley,Rodriguez,547-16-5130,2007-04-26,18,555-574-3598,ashley.rodriguez8@email.com,1076 Cedar Blvd,San Francisco,TX,36717,MRN533485,COPD,2025-07-04,108/78,77,97.4,103.8,180,86,300
P0713,Sandra,Lopez,410-92-4675,1950-09-06,75,555-804-5515,sandra.lopez62@email.com,6499 Maple Ave,Charlotte,CA,67426,MRN239970,Diabetes Type 2,2025-07-31,172/91,84,97.5,116.4,182,107,178
P0714,Sarah,White,479-76-5174,1995-07-20,30,555-982-9462,sarah.white40@email.com,6714 Main St,Seattle,NY,41617,MRN396551,Anxiety Disorder,2025-07-26,175/95,99,98.4,114.7,161,197,285
P0715,James,Jones,120-51-7876,1935-06-30,90,555-101-8881,james.jones25@email.com,3169 Main Rd,Fort Worth,TX,45643,MRN714667,Chronic Kidney Disease,2025-01-11,141/102,98,98.4,75.0,174,190,200
P0716,Jessica,Hernandez,146-53-6847,1947-08-17,78,555-645-6462,jessica.hernandez64@email.com,3828 Pine Dr,Boston,CO,19996,MRN208205,UTI,2025-09-19,119/86,62,97.5,78.9,154,96,290
P0717,Mark,Thompson,238-38-4514,1980-06-03,45,555-199-1599,mark.thompson33@email.com,291 Elm Blvd,Los Angeles,TX,94281,MRN717219,Atrial Fibrillation,2025-08-13,101/81,75,98.5,56.5,166,131,161
P0718,Donald,Thompson,383-79-3736,2007-03-28,18,555-936-4544,donald.thompson53@email.com,5518 Main St,San Francisco,NC,40058,MRN703638,Anxiety Disorder,2025-11-28,144/104,82,99.3,102.7,185,112,156
P0719,Michael,Lee,685-12-5509,1983-09-12,42,555-942-3571,michael.lee30@email.com,840 Cedar Ave,Philadelphia,CA,35905,MRN239070,Osteoarthritis,2025-04-07,97/102,88,97.6,59.4,157,122,243
P0720,Karen,Clark,803-65-3521,1999-09-15,26,555-585-7194,karen.clark1@email.com,2907 Maple St,Indianapolis,IL,99710,MRN983852,Sleep Apnea,2025-10-04,100/108,70,97.5,60.8,156,181,208
P0721,David,Rodriguez,830-76-9697,1932-02-26,93,555-437-8422,david.rodriguez21@email.com,9836 Elm Dr,Philadelphia,FL,65690,MRN280496,Cellulitis,2025-04-15,125/80,76,98.5,114.8,151,120,253
P0722,Charles,Gonzalez,891-78-8616,1996-02-12,29,555-218-3077,charles.gonzalez7@email.com,3864 Cedar Dr,Los Angeles,OH,72825,MRN513775,GERD,2025-02-04,107/63,93,97.4,111.3,158,131,162
P0723,Steven,Ramirez,721-79-2215,1977-03-10,48,555-665-2369,steven.ramirez44@email.com,8702 Elm St,San Diego,TX,53525,MRN675571,Coronary Artery Disease,2025-08-29,95/87,91,99.1,64.4,164,92,282
P0724,Barbara,Martin,552-19-7916,1938-11-09,87,555-855-6273,barbara.martin59@email.com,2797 Cedar Rd,San Jose,MA,14339,MRN902663,Diabetes Type 2,2025-11-15,175/104,61,99.2,100.6,155,152,192
P0725,Donna,Williams,184-98-4119,1946-10-29,79,555-549-9831,donna.williams83@email.com,6187 Main Dr,Boston,CO,29631,MRN470500,Rheumatoid Arthritis,2025-05-18,176/67,92,98.6,102.7,166,110,171
P0726,Paul,Clark,251-86-9847,1946-07-24,79,555-602-9556,paul.clark99@email.com,1355 Oak Ave,Dallas,OH,91481,MRN926602,Hypertension,2025-06-21,138/90,62,98.3,82.7,152,82,150
P0727,Thomas,Lewis,351-58-6658,1964-10-29,61,555-470-9452,thomas.lewis36@email.com,8784 Oak Blvd,Jacksonville,NC,26114,MRN347256,Sleep Apnea,2025-09-13,124/92,74,99.5,75.9,153,163,229
P0728,David,Sanchez,690-58-1686,1936-12-20,88,555-140-8696,david.sanchez7@email.com,6763 Oak Ave,Fort Worth,NC,90505,MRN685380,Atrial Fibrillation,2025-01-16,135/110,61,98.9,104.5,183,117,182
P0729,Robert,Johnson,374-16-3005,1957-08-08,68,555-954-9660,robert.johnson16@email.com,9206 Elm St,San Diego,WA,43903,MRN998572,GERD,2025-08-30,160/90,91,99.2,67.4,162,166,198
P0730,Kimberly,Lee,165-61-5387,1976-09-22,49,555-789-2073,kimberly.lee19@email.com,6654 Elm Rd,Phoenix,OH,84897,MRN776526,Migraine,2024-12-22,129/86,79,97.4,67.0,176,103,244
P0731,Kimberly,Wilson,319-23-6072,1975-10-30,50,555-573-1668,kimberly.wilson50@email.com,4877 Cedar Blvd,Phoenix,AZ,58977,MRN894462,Osteoarthritis,2025-11-07,113/85,74,98.8,75.8,184,117,225
P0732,Richard,Ramirez,846-12-2386,1947-06-08,78,555-415-7736,richard.ramirez36@email.com,4861 Elm Dr,San Francisco,OH,12948,MRN909539,Depression,2025-10-04,137/75,95,98.7,86.3,167,154,184
P0733,Sandra,Martin,951-99-2008,1964-11-24,61,555-396-1942,sandra.martin38@email.com,4012 Oak Ave,Philadelphia,AZ,35471,MRN968772,Cancer,2025-07-20,165/80,67,98.0,65.5,159,96,173
P0734,Michael,Thompson,714-68-9621,1948-10-15,77,555-657-1791,michael.thompson78@email.com,3354 Oak Dr,Chicago,WA,98969,MRN307607,Stroke,2025-08-10,107/85,80,99.5,52.7,176,78,169
P0735,Jennifer,Robinson,868-88-9272,1944-07-04,81,555-498-2561,jennifer.robinson60@email.com,8303 Pine Dr,San Francisco,MA,11398,MRN293807,Chronic Kidney Disease,2025-11-15,93/97,66,97.8,79.1,185,102,284
P0736,James,Davis,804-58-6469,1947-01-26,78,555-819-9148,james.davis34@email.com,4747 Elm St,Fort Worth,MA,91403,MRN813158,Chronic Kidney Disease,2025-05-12,137/99,82,97.3,54.1,169,88,181
P0737,Kimberly,Lee,890-83-5699,1994-03-05,31,555-399-4700,kimberly.lee30@email.com,6604 Elm Blvd,San Jose,MA,86881,MRN246059,Hypothyroidism,2025-05-04,114/70,70,99.4,92.5,182,107,168
P0738,Jessica,Anderson,381-52-6532,1954-11-07,71,555-194-5180,jessica.anderson5@email.com,4916 Oak Dr,Indianapolis,PA,15616,MRN969880,Hyperlipidemia,2025-01-10,92/109,81,97.6,115.5,177,181,161
P0739,Kimberly,Thompson,198-24-3110,1953-12-07,72,555-143-4161,kimberly.thompson8@email.com,8623 Oak Rd,Jacksonville,PA,89616,MRN192672,Hypothyroidism,2025-11-15,139/69,89,97.2,115.8,163,95,194
P0740,Susan,Rodriguez,448-55-1852,1952-03-31,73,555-663-4004,susan.rodriguez56@email.com,9472 Main Blvd,Charlotte,PA,83580,MRN775441,Coronary Artery Disease,2025-01-14,116/93,76,97.7,117.4,157,131,227
P0741,Emily,Smith,912-77-8330,1983-06-17,42,555-405-4889,emily.smith62@email.com,9115 Cedar Dr,Houston,PA,16045,MRN322256,Depression,2025-01-02,137/99,67,97.1,96.7,178,74,162
P0742,Steven,Lopez,678-84-2062,1970-07-19,55,555-687-3978,steven.lopez3@email.com,7523 Maple Dr,Phoenix,PA,88361,MRN840464,UTI,2025-01-13,170/86,99,98.4,76.3,192,145,291
P0743,Joshua,Harris,714-96-8474,1996-03-13,29,555-402-3378,joshua.harris69@email.com,6099 Elm Blvd,Seattle,CA,29258,MRN446401,UTI,2025-10-07,127/61,92,99.2,89.9,162,114,198
P0744,Michael,Garcia,959-38-5823,1989-05-01,36,555-513-1897,michael.garcia53@email.com,476 Elm Blvd,Houston,PA,93917,MRN223434,Atrial Fibrillation,2025-04-29,93/101,88,97.4,65.1,185,128,283
P0745,Joshua,Davis,433-95-6927,1976-03-19,49,555-241-1286,joshua.davis37@email.com,150 Maple Blvd,Los Angeles,IL,84221,MRN739638,Sleep Apnea,2025-06-07,93/95,69,98.0,103.4,184,107,261
